Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Bharya Bhartala Bhagotam,1988,137 min,-,-,Drama            ,telugu
Inject 0.7,2019,139 min,-,-,Thriller            ,kannada
Gangajatra,2009,105 min,6.9,13,Drama            ,bengali
ISI: Army on Duty,2016,-,-,-,"Short, Action            ",urdu
Bheja Chokh,1988,-,7.3,6,"Drama, Romance            ",bengali
Ondu Koleya Sutha,2008,-,-,-,Drama            ,kannada
Vaadal,1953,-,-,-,-,marathi
Phaansi,1988,-,-,-,-,bengali
Kudumba Puranam,1988,128 min,7.1,90,"Comedy, Drama, Family            ",malayalam
Real Police,2017,-,-,-,Drama            ,kannada
Do Sher,1974,-,5.7,6,-,punjabi
Rhythm,III 2013,-,-,-,"Drama, Romance            ",nepali
Mr. Jholay,2018,-,7.6,49,"Drama, Romance            ",nepali
Orange Valley,2018,143 min,-,-,Thriller            ,malayalam
Virgin,2015,11 min,7.6,5,"Short, Drama, Family            ",malayalam
Rang De Basanti,2006,167 min,8.2,"113,442","Comedy, Crime, Drama            ",hindi
Karutha Rathrikal,1967,-,6.3,7,-,malayalam
Ragging,2012,-,-,-,Drama            ,bengali
Ee Kathalo Paathralu Kalpitam,2021,119 min,8.7,588,"Drama, Thriller            ",telugu
Shrishti,1976,-,-,-,-,malayalam
Shera,1959,-,-,-,-,punjabi
Acha Dhin,2015,107 min,3.1,147,Drama            ,malayalam
Illaignar Paasarai,2015,-,-,-,Drama            ,tamil
Yaadgaar,1970,-,6.3,26,"Musical, Adventure, Drama            ",hindi
Bholi Dekhi Chhodi Dinchhu,2017,-,8.5,10,Short            ,nepali
Kadha Parayumbol...,2007,130 min,7.6,"1,214","Comedy, Drama            ",malayalam
Pampa,1979,108 min,-,-,Drama            ,bengali
Dusokue Nilare,2005 Video,7 min,-,-,"Short, Romance            ",assamese
Mumbai Central,2016,100 min,4.8,26,Family            ,hindi
Randhawa,2019,130 min,9.1,724,Drama            ,kannada
Yaadhum Oore Yaavarum Kelir,2021,-,-,-,"Action, Drama            ",tamil
Get Smart,2008,110 min,6.5,"205,758","Action, Adventure, Comedy            ",punjabi
Parijata Pushpaharanam,1932,-,-,-,-,tamil
Fukrey Returns,2017,141 min,6.5,"4,803",Comedy            ,hindi
Jayanti,2021,-,-,-,Drama            ,marathi
Losers,2020,80 min,-,-,Crime            ,assamese
Big Brother,2007,128 min,3.8,770,"Action, Crime, Drama            ",hindi
Himalay Se Ooncha,1975,-,5.7,39,"Action, Adventure, Drama            ",hindi
Divaswapna,2021,130 min,-,-,Drama            ,gujarati
Chingari,1964,-,-,-,Musical            ,urdu
The Way of a Wave,2018,93 min,-,-,"Adventure, Drama, Romance            ",tamil
Vaat Pahate Punvechi,1992,-,-,-,Drama            ,marathi
Basudev,1984,138 min,8.8,29,Drama            ,nepali
ChaiTunes Project,2015– ,-,8.6,7,Music            ,assamese
Nadhigalilae Neeradum Suriyan,,-,-,-,Romance            ,tamil
Kalubai Pavli Navsala,2009,-,-,-,Drama            ,marathi
Haque,1991,121 min,4.5,22,Drama            ,hindi
Sree Murugan,1977,-,-,-,"Adventure, Drama, Fantasy            ",malayalam
Archana 31 Not Out,,-,-,-,Comedy            ,malayalam
Guru,1997,136 min,8.5,"2,777","Drama, Fantasy            ",malayalam
Kaalpadukal,1962,-,-,-,-,malayalam
Urithikol,2017,-,-,-,Romance            ,tamil
Tragic Fathers Day,2019,52 min,-,-,Thriller            ,hindi
Mortoo,2015,107 min,-,-,Comedy            ,konkani
Ajob Prem Ebong...,2011,112 min,5.2,21,"Comedy, Family, Musical            ",bengali
Jigarthanda,2014,171 min,8.3,"10,477","Action, Crime, Drama            ",tamil
Bruce Lee,2017,125 min,2.4,152,"Action, Comedy            ",tamil
Rupey Tomay Bholabo Na,2013,119 min,-,-,"Drama, Romance            ",bengali
Bank Robbery,1969,-,-,-,Action            ,hindi
Ram Balram,I 1980,169 min,6.3,467,"Action, Comedy, Drama            ",hindi
Amplifier (Marathi movie),2019,-,-,-,Drama            ,marathi
1-Jan,2021,-,-,-,Thriller            ,telugu
Uchathula Shiva,2016,119 min,3.7,9,Action            ,tamil
Pettandarulu,1970,-,-,-,-,telugu
Bhai Amar Bhai,1996,-,-,-,Drama            ,bengali
Madhuram,2021,-,-,-,"Drama, Romance            ",malayalam
Gundaraj,2012,-,-,-,Drama            ,bengali
Edegarike,2012,105 min,7.4,197,"Crime, Drama            ",tulu
Aakhri Shikar,1991,-,-,-,Action            ,urdu
Kalaya Tasmai Namaha,2016,88 min,-,-,"Romance, Thriller            ",telugu
Main Chup Nahi Rahungi,1985,-,-,-,Drama            ,hindi
Anmol Moti,1965,-,-,-,Drama            ,hindi
Jadoo Nagri,1961,-,-,-,"Action, Adventure, Fantasy            ",hindi
Smritituku Thak,1971,-,-,-,Drama            ,bengali
Raja Yuvaraaja,1943,-,-,-,Drama            ,tamil
Kavi Kalidas,1959,139 min,7.1,17,"Drama, Musical            ",hindi
Bodh: Unfolding the Spirit of Reverence,2016,6 min,-,-,"Short, Drama            ",assamese
Khandaan,1955,-,-,-,"Drama, Family            ",hindi
404: Error Not Found,2011,121 min,7.3,"2,466","Drama, Mystery, Thriller            ",hindi
Intlo Pilli Veedelo Puli,1991,132 min,-,-,Comedy            ,telugu
Mere Bhagwan,1947,-,-,-,-,hindi
Nagpash,1987,136 min,-,-,Drama            ,bengali
Dil Ne Phir Yaad Kiya,2001,-,3.4,102,"Drama, Musical, Romance            ",hindi
Mohabbat Zindagi Hai,1966,-,6.7,29,"Comedy, Drama, Romance            ",hindi
Perumthachan,1992,140 min,7.9,366,"Drama, History            ",malayalam
Geeta Ki Saugandh,1988,-,-,-,Action            ,hindi
Mahabbat pur vice city,II 2016,-,-,-,Action            ,bengali
Tadap,2005,117 min,-,-,Romance            ,hindi
Main Hoon Jadugar,1965,-,-,-,-,hindi
Sparisam,1982,-,-,-,Drama            ,tamil
Vetri Selvan,2014,138 min,3.8,19,Drama            ,tamil
Vanangamudi,,-,-,-,"Action, Drama            ",tamil
Manasainodu,2018,125 min,-,-,Romance            ,telugu
Bhav Bhav Na Bheru,1981,-,-,-,Comedy            ,gujarati
Hirkani,2013,105 min,-,-,History            ,marathi
Simul Parul,1998,139 min,1.6,16,"Drama, Romance            ",bengali
Orkut Oru Ormakoot,2012,-,-,-,Drama            ,malayalam
Avalukku Nigar Avale,1974,-,4.3,7,-,tamil
Yeh Rastey Hain Pyar Ke,1963,150 min,6,49,"Crime, Drama, Romance            ",urdu
Hanere Panne - The Dark Chapter,,-,-,-,Drama            ,hindi
Oddrisho Shotru,2014,-,5,5,"Action, Thriller            ",bengali
What About Savarkar?,2015,125 min,7.8,10,Action            ,marathi
Oliyum Oliyum,2009,-,-,-,Drama            ,tamil
Qatil,I 1988,135 min,6,24,"Crime, Drama, Mystery            ",hindi
Karinkannan,2018,118 min,4.8,8,Drama            ,malayalam
Majnu,2016,138 min,6.5,843,"Comedy, Drama, Romance            ",telugu
Shahzadi Mumtaz,1977,-,-,-,Drama            ,hindi
Tu Aavish to Kharo Ne,2018,129 min,-,-,Drama            ,gujarati
Who am I?,2012,9 min,-,-,"Short, Drama            ",malayalam
Narasimha,2012,-,5.8,9,Drama            ,kannada
Dandayatre,2018,-,-,-,Action            ,kannada
Kathiri Veyil,2019,-,-,-,Action            ,tamil
Yamla Jatt,1976,-,-,-,-,punjabi
Bhagapirivinai,1959,161 min,6.9,23,-,tamil
Choli Ke Peechhe,2003,-,-,-,Thriller            ,hindi
Station Master,1942,157 min,-,-,-,hindi
Babar Naam Gandhiji,2015,106 min,7,117,Drama            ,bengali
Sri Katna Leelalu,1985,-,-,-,Drama            ,telugu
Annan,II 1999,-,-,-,Drama            ,tamil
Romeoo,2007,-,4.3,151,Comedy            ,malayalam
Kaadhal Enbathu Saabama,2022,-,-,-,Romance            ,tamil
What's Your Raashee?,2009,195 min,4.6,"2,609","Comedy, Drama, Romance            ",hindi
Lahoo Ke Do Rang,1997,172 min,4.5,600,"Action, Drama            ",hindi
You My Beloved One: The Musical,2019,-,-,-,"Short, Musical            ",urdu
Sattathin Thirappu Vizhaa 1989,1989,-,-,-,Thriller            ,tamil
Love or breakup,2020,55 min,-,-,Drama            ,bengali
Control,I 2021,125 min,-,-,Drama            ,hindi
Shiri Farhad,2013,153 min,6,11,"Drama, Romance            ",bengali
Hosavarsha,2007,-,-,-,Drama            ,kannada
Dream,III 2012,126 min,8.3,179,"Action, Crime, Mystery            ",telugu
Om 3D,2013,107 min,5.5,92,"Action, Thriller            ",telugu
Raaz Ki Baat,1962,-,-,-,Mystery            ,hindi
Aadmi Aur Aurat,2001,-,-,-,Thriller            ,hindi
Panchlait,2017,-,8.2,53,Drama            ,hindi
Bhabhi Ki Chudiyan,1961,168 min,5.3,30,"Drama, Family            ",hindi
Nepal's Mega Cinestar,2021– ,60 min,-,-,Reality-TV            ,nepali
Panga Naa Lo,2007,-,-,-,"Comedy, Drama            ",hindi
Dhaya,2002,-,5,8,-,tamil
Gunwali Dulhaniya,2019,114 min,3.5,20,"Comedy, Romance            ",hindi
Tum Kahan Hum Kahan,2005,20 min,-,-,"Drama, Romance            ",urdu
Shaadi Ke Baad,1972,134 min,5.1,28,Comedy            ,hindi
Jeene Ki Umeed Tumse Hi,2021,121 min,-,-,Drama            ,hindi
The Quilt,2018,80 min,-,-,"Biography, Drama, History            ",urdu
Raat Dastey,1983,-,-,-,-,bengali
Gul Makai,2020,132 min,2.1,204,"Biography, Drama, War            ",hindi
Ispade Rajavum Idhaya Raniyum,2019,153 min,6.5,434,"Drama, Romance            ",tamil
Padaharella Vayasu,1978,140 min,7.7,74,Drama            ,telugu
Shaktiman,1993,155 min,2.5,169,"Action, Drama, Romance            ",hindi
Khatailal Mithailal,2008,153 min,-,-,Comedy            ,bhojpuri
Noore Islam,1934,-,-,-,-,hindi
Chhaya,I 1936,150 min,-,-,-,marathi
Sree Durga,1945,-,-,-,-,bengali
Nilanjana,2016,-,-,-,"Drama, Romance            ",bengali
My Dear Kuttichaathan,1984,96 min,7.5,379,"Action, Adventure, Comedy            ",hindi
Thangathile vairam,1975,135 min,6.8,5,Drama            ,tamil
Orissa,2013,140 min,6.3,11,"Drama, Romance            ",malayalam
Devar,1943,-,-,-,Drama            ,bengali
Kal Ki Baat,1937,-,-,-,-,hindi
Aan Devathai,2018,134 min,6.5,133,"Action, Drama            ",tamil
Thupparivaalan 2,2021,-,-,-,"Action, Crime, Thriller            ",tamil
Bhootayyana Maga Ayyu,1974,155 min,8.3,339,Drama            ,kannada
Garma Garam,1957,-,-,-,"Adventure, Comedy            ",hindi
Dukhiyari,1937,-,-,-,-,hindi
Romeo Weds Heer,2018– ,-,7.5,58,"Adventure, Comedy, Romance            ",urdu
Machhli Jal Ki Rani Hai,2014,120 min,2.3,223,Horror            ,hindi
Edhuvum Nadakkum,2009,96 min,-,-,Drama            ,tamil
Aka Baka,1970,-,-,-,Drama            ,bengali
Hanuman vs. Mahiravana,2018,91 min,7.1,100,Animation            ,hindi
Punarjani,2002,160 min,9.1,15,Drama            ,malayalam
Union Leader,2017,106 min,7.3,688,Drama            ,hindi
Shyamali,1956,122 min,6.8,18,Drama            ,bengali
Mahatma Ka Insaaf,1995,-,-,-,Action            ,hindi
Boomerang,X 2018,11 min,-,-,"Short, Mystery            ",nepali
Neele Gagan Ke Tale,2019,46 min,-,-,Drama            ,hindi
Punyavathi,1967,128 min,-,-,Drama            ,telugu
Bharat Ki Santan,1980,-,-,-,Drama            ,hindi
Shiva,2006,160 min,3.9,327,"Action, Crime, Drama            ",hindi
Ninnindale,2014,160 min,4.9,157,"Comedy, Drama, Romance            ",kannada
Maa Inti Velugu,1972,-,-,-,-,telugu
Swarna Bhoomi,1944,-,-,-,-,hindi
Mon Jaai,2008,-,9.1,38,Drama            ,assamese
Nagarathil Samsara Vishayam,1991,-,5.4,28,"Action, Comedy, Thriller            ",malayalam
Mohabbat,1943,122 min,-,-,-,hindi
Thieves,2009,80 min,-,-,Thriller            ,urdu
Kalyana Samayal Saadham,2013,115 min,7.1,570,"Comedy, Romance            ",tamil
Mummy Punjabi: Superman Ki Bhi Maa!!,2011,121 min,4.9,40,"Comedy, Drama            ",hindi
Choonda,2003,-,3.4,8,"Crime, Drama, Thriller            ",malayalam
Badmashiyaan,2015,128 min,4.6,132,"Comedy, Romance            ",hindi
Khari Biscuit,2019,106 min,8,47,Drama            ,marathi
Aik Aur Aik Gyarah,2015 TV Movie,90 min,7.1,17,"Comedy, Romance            ",oriya
Biwi Jawan Miyan Pareshaan,2000,-,-,-,Comedy            ,hindi
The Indian Post Graduate,2018,105 min,4.2,8,Drama            ,hindi
Shaitani Darinda,1999,-,-,-,Horror            ,hindi
Jugnu,1968,-,-,-,Drama            ,urdu
National Ka Pakistan,2012– ,-,8.7,19,Documentary            ,oriya
Gnanajyothi Sri Siddaganga,2008,-,-,-,Drama            ,kannada
Doghat Tisra Aata Sagala Visara,2008,90 min,6.3,39,Comedy            ,marathi
Lux Style Awards,2007 TV Special,120 min,7.5,11,Music            ,urdu
Phuppi Ka Ladka Ya Khala Ka Ladka,2011 TV Movie,70 min,7.2,25,Comedy            ,urdu
Doraemon: Nobita to Kumo no ôkoku,1992,97 min,6.9,311,"Animation, Adventure, Comedy            ",hindi
Thullal,2007,154 min,-,-,Drama            ,tamil
Gang of Ghosts,2014,128 min,3.6,369,"Comedy, Horror            ",hindi
Kadhal Uthayam,,140 min,-,-,Family            ,tamil
Pehli Raat,1989,-,-,-,Thriller            ,hindi
Insaf Ki Jung,1988,-,-,-,"Action, Crime            ",hindi
Param Kartavya,1996,-,-,-,Action            ,hindi
Rowdy No. 1,1988,-,-,-,-,telugu
Telescope,III,-,-,-,Mystery            ,hindi
Harikrishnans,1998,150 min,6.9,"1,007","Comedy, Crime, Mystery            ",malayalam
Rajayogam,1968,177 min,-,-,-,telugu
Vani,,-,-,-,Drama            ,hindi
Nerasthudu,1985,-,8.6,47,-,telugu
Premika,1980,-,-,-,Romance            ,hindi
Me and Mr. Canadian,II 2019,-,-,-,Drama            ,punjabi
Kalinga,2006,122 min,-,-,Drama            ,tamil
Kaalia,1981,157 min,6.8,"1,388","Action, Drama            ",hindi
Raaja Veetu Pillai,1967,115 min,6.7,7,-,tamil
Sunglass,2013,100 min,5.5,29,"Comedy, Drama, Thriller            ",bengali
Yajuj: Curse of Iram,2020,-,-,-,"Horror, Thriller            ",urdu
Archanai Pookal,1982,135 min,-,-,Drama            ,tamil
Sudhu Bhalobasa,2005,159 min,-,-,"Drama, Romance            ",bengali
 Churails,2020– ,-,8.4,51,"Drama, Mystery, Thriller            ",oriya
Dhantya Open,2017,139 min,-,-,Crime            ,gujarati
Onaayum Aattukkuttiyum,2013,141 min,8.2,"2,393","Action, Crime, Thriller            ",tamil
Karkottai,1953,-,-,-,Romance            ,tamil
Gola Berij,2012,144 min,5.8,9,Biography            ,marathi
Dhuntaaraa,2015,92 min,-,-,Family            ,hindi
Kabuliwala,1961,95 min,7.9,314,Drama            ,hindi
Shadaa,2019,128 min,6.3,780,"Comedy, Music, Romance            ",punjabi
Pathaka,2006,112 min,3.7,47,"Action, Crime, Drama            ",malayalam
Dear Comrade,2019,169 min,7.3,"6,233","Action, Drama, Romance            ",telugu
Meri Jaan,1931,-,-,-,-,hindi
Bul Bul,2013,160 min,6.8,293,Drama            ,kannada
Aandha Intaquam,1993,-,-,-,Action            ,hindi
Biyallish,1951,151 min,-,-,Drama            ,bengali
Vaaliba Raja,2016,119 min,4.1,68,Comedy            ,tamil
Jabroo Te Nizam,2010,-,-,-,Action            ,punjabi
Shoukan Mele Di,1975,-,-,-,-,punjabi
Kolongkini,1980,-,-,-,"Drama, Romance            ",bengali
Ishq Zahe Naseeb,2019– ,-,8.5,108,Drama            ,urdu
Sherbahadur,2018,138 min,3.3,12,"Drama, Thriller            ",nepali
Saaheb,1985,150 min,7.2,466,Drama            ,hindi
Apan Ghare,1987,-,-,-,Drama            ,bengali
Illu Pelli,I 1995,-,-,-,Drama            ,telugu
Tasvir,1966,-,-,-,Drama            ,urdu
Jungle Queen,2000,-,2.6,32,-,urdu
Murshad Badshah,2007,-,-,-,-,punjabi
Red Chillies,2009,-,3.7,347,"Action, Crime, Thriller            ",malayalam
Jog Biyog,1953,-,-,-,Drama            ,bengali
Bhakta Dnyanadeva,1981,140 min,-,-,-,kannada
Jaanmoni vol 3,2008,77 min,-,-,Romance            ,assamese
Najagalude Kochu Doctor,1989,132 min,6,7,-,malayalam
Bedardi,1993,146 min,3.9,143,"Action, Crime            ",hindi
Puttar Jeeray Blade Da,1994,-,-,-,-,punjabi
Christmas Eve at St. Peter's Basilica,2016 TV Special,-,-,-,News            ,malayalam
Seema Simham,2002,155 min,5.3,77,"Action, Drama            ",telugu
Aaru Adugula Bullet,2017,-,3.4,7,Action            ,telugu
Sher,2015,109 min,5,78,Action            ,telugu
Actually,2014,100 min,6,9,Family            ,malayalam
Raktanadir Dhara,1994,-,7.5,11,Musical            ,bengali
Do Shatru,1976,-,-,-,"Action, Drama            ",hindi
Do Knot Disturb,2009,126 min,3.6,"1,118","Comedy, Drama            ",hindi
Anona,,90 min,-,-,Drama            ,hindi
Lakha Lothan,1975,-,-,-,-,gujarati
Janma Deep,1973,-,-,-,Romance            ,hindi
Manthrikan,2012,-,3.4,65,"Comedy, Drama, Horror            ",malayalam
Madhur Milan,2002,-,-,-,Romance            ,hindi
Panakkaran,1990,147 min,6.9,281,Drama            ,tamil
Ranger,I,-,-,-,Drama            ,tamil
Raju Ban Gaya Gentleman,1992,152 min,6.8,"7,254","Musical, Comedy, Romance            ",hindi
Mistake,II 2019,-,-,-,"Short, Drama            ",assamese
Naadodigal 2,2020,136 min,5,152,Drama            ,tamil
Mere Sanam,1965,167 min,7.3,53,"Musical, Romance            ",hindi
Bonku Babu,2014,149 min,6.2,23,Comedy            ,bengali
Suraj Bhi Tamashai,1980,-,-,-,Romance            ,hindi
12 O'Clock,2021,155 min,4.4,61,"Horror, Thriller            ",telugu
Kasam Bhawani Ki,1981,-,6.4,5,Action            ,hindi
Idiyan kartha,2018,17 min,-,-,"Short, Comedy            ",malayalam
Sone Pe Suhaaga,1988,163 min,4.7,87,"Action, Family            ",hindi
Gutrun Gutargun,2016,104 min,-,-,Family            ,hindi
Jothe Jotheyali,2006,-,-,-,Drama            ,kannada
Thorthu,2013,-,8.8,6,Short            ,malayalam
Surer Sathi,1988,119 min,-,-,"Drama, Romance            ",bengali
Paila Pachisu,1989,-,-,-,Drama            ,telugu
Bombay Wala,1961,-,-,-,Drama            ,urdu
Srinivasa Kalyanam,1987,143 min,7.8,99,Drama            ,telugu
Grrrr..,,-,-,-,Comedy            ,malayalam
Zehni Interstellar,2020,-,9.2,5,"Short, Drama            ",oriya
The Journey,2004,107 min,6.8,326,"Drama, Romance            ",malayalam
Palli Paruvathile,2017,158 min,6.2,38,Family            ,tamil
Ek Gunah Aur Sahi,1980,-,4.4,7,"Action, Crime, Thriller            ",hindi
Bulbul Can Sing,2018,95 min,6.8,309,Drama            ,assamese
Khuda Aur Mohabbat 3,2021,40 min,8.9,589,Drama            ,oriya
Dohaa,2007,92 min,-,-,Drama            ,marathi
Bharat Aala Parat,2007,129 min,3.7,7,Comedy            ,marathi
Mental Madhilo,2017,142 min,7.5,550,"Comedy, Drama, Romance            ",telugu
Priyudu,2011,-,5.4,14,"Drama, Romance            ",telugu
Karavas,2005,-,-,-,Drama            ,hindi
Mangala,2011,-,5.9,9,"Drama, Horror            ",telugu
Paisa Ya Pyar,1969,165 min,4.9,11,"Comedy, Drama, Romance            ",hindi
Shaan E Elaahi,1995,-,-,-,Drama            ,hindi
Karma,1995,148 min,4.6,22,Action            ,malayalam
Makhafat,2019,30 min,-,-,Drama            ,urdu
Maan,2001– ,-,-,-,-,urdu
Minnal Padayali,1959,-,-,-,-,malayalam
Devudichina Koduku,1980,-,4.1,7,-,telugu
Meena Kumari Ki Amar Kahani,1981,-,7.9,13,Drama            ,hindi
Rupinder Gandhi 2: The Robin Hood,2017,127 min,6.9,42,"Action, Crime, Drama            ",punjabi
Pushpa,2021,-,-,-,"Action, Drama, Thriller            ",tamil
The Untold Story Aahinsa,2014,124 min,-,-,Drama            ,hindi
Guru Shishyaru,1981,148 min,7.7,83,Comedy            ,kannada
Aamras: The Sweet Taste of Friendship,2009,-,5.8,60,Drama            ,gujarati
Pyar Ke Kabil,1987,187 min,5.6,50,"Drama, Family, Romance            ",hindi
Punjab Nahi Jaungi,2017,159 min,7.3,"2,249","Comedy, Romance            ",urdu
Vaisakha Rathiri,1991,-,-,-,-,malayalam
Makkala Rajya,1960,-,8.2,5,-,kannada
Muddula Krishnaiah,1986,-,8.3,30,"Action, Family, Musical            ",telugu
Vazha Vaitha Daivam,1959,140 min,-,-,-,tamil
A Tale of Punjab,2015,94 min,7.4,50,Drama            ,punjabi
Rajgee,1937,-,-,-,Drama            ,bengali
Piprabidya,2013,93 min,6.2,"1,088","Comedy, Drama            ",bengali
Setu,1951,-,-,-,Drama            ,bengali
Chandrahasa,1941,-,-,-,"Musical, Drama            ",telugu
Karumadikkuttan,2001,141 min,5.6,121,Drama            ,malayalam
Aadhi Beri,1991,-,-,-,Romance            ,nepali
Thaakath,2009,-,-,-,Drama            ,kannada
Nishabda Viplavam,2011,120 min,-,-,Drama            ,telugu
Balaa,2018– ,-,8.6,97,"Drama, Romance            ",urdu
